attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,class
-0.263754,-0.10123,-1.062561,-0.504907,-0.743489,-0.314188,0.842453,0.003534,-0.605664,-1.291212,-1.345191,-0.79974,-0.325657,0.651966,0.983798,1.316198,1.274729,1.23765,1.03101,1.140873,1.51634,1.027911,0.634455,0.850405,0.943861,1.024896,0.742683,-0.185607,-1.436314,-1.533992,-0.959265,-0.987354,-0.917714,-1.082561,-1.114764,-1.323816,-1.069168,-0.950153,-0.967977,-0.928049,-1.03881,-1.388583,-1.225539,-0.569994,-0.75271,-0.71101,-0.437627,-0.511466,-0.061992,0.795898,-0.05569,-0.292734,-0.14293,-1.197247,-0.577116,-0.178106,-0.383751,-0.641289,-0.589083,-0.697114,0
-0.798748,-0.905237,-0.989698,-0.169625,-0.000043,-0.268506,-0.32768,-1.002899,-1.104874,-1.256989,-0.945054,-0.778322,-0.376735,0.006273,0.44492,0.416563,0.466543,0.671365,0.779835,0.870934,1.31969,1.468346,1.26921,1.13144,0.77728,0.377838,-0.2119,-1.03219,-0.699997,0.155707,-0.054093,-0.560599,-0.211705,-0.301127,-1.108975,-1.203038,-1.358441,-1.378376,-0.785633,-0.527851,-0.710368,-1.267679,-1.659373,-1.022388,-0.870102,-1.042507,-0.822894,-0.84471,-0.715605,-0.755509,0.002602,-1.091987,-0.412039,0.062888,-0.139734,-0.422174,-1.299835,-0.873134,-0.864102,-0.756744,0
-0.272453,-0.046618,-1.036538,-0.352311,-0.534676,0.687412,1.607975,-0.187888,-0.870051,-0.335966,0.262892,0.610963,0.963342,0.872061,1.111338,1.473516,1.508348,1.782522,1.919422,1.442031,1.173462,1.213933,0.405416,-0.660994,-1.081237,-1.49884,-0.016506,0.747404,1.078985,0.998744,-0.310644,-1.440372,-1.192757,-0.669573,-0.340255,-0.581732,-0.958711,-0.629455,-0.39382,-0.180267,-0.749524,-1.616168,-1.521237,-0.744799,-0.422956,-0.993231,-0.530781,-0.453789,-0.584882,0.261687,-0.38046,-0.72869,-1.205202,0.172465,0.819684,-0.45704,-0.90229,-0.780396,0.397751,1.946473,0
-0.833544,-0.577566,-0.737278,-0.107297,0.156566,-0.062096,0.662806,0.849079,0.773708,0.675076,0.664536,0.758744,0.864025,1.359067,1.825947,2.012953,2.214894,1.818082,1.341876,0.905962,0.795677,1.009152,0.332667,-0.259097,0.16526,0.615163,-0.285987,-0.898962,-0.054002,0.608256,0.448729,-0.072878,-0.032055,-0.017441,-0.847333,-0.709325,-0.528554,-0.966117,-0.841391,0.021791,-0.540303,-0.432016,-0.858615,-0.759054,-0.01736,0.439523,0.811327,0.935262,0.705657,-0.060303,-0.322168,-0.043616,-0.482857,-0.443905,-0.252607,-0.387307,0.031079,-0.934959,-0.427307,-0.915757,0
0.510465,0.111149,0.350467,-0.878876,-1.024306,-0.045177,-0.26456,-0.326463,0.440902,0.131241,0.009698,0.585976,0.776058,1.13958,1.75731,1.620518,2.033612,2.027619,1.481805,1.00419,0.570324,0.771544,0.198761,-0.118161,0.079111,0.428001,-0.394269,-0.360995,1.022378,1.244724,0.242179,-0.70035,-0.258675,0.325922,-0.392738,-1.116714,-0.664854,-0.793326,-1.432124,-1.022082,-0.766472,-0.35082,-0.549967,-0.877591,0.161367,0.840455,0.746924,0.236731,0.405272,1.469151,-0.397115,-1.102367,-1.006911,-0.060386,0.382302,0.083395,-0.297328,-0.285794,-0.799392,0.256962,0
-0.324647,-0.134604,-0.120542,-0.651056,0.592193,0.200148,0.292183,-0.398099,-0.534711,-0.227348,1.29526,1.149972,0.879632,1.284283,1.609812,1.84317,2.14625,2.09415,1.689566,1.074245,0.781713,0.866509,-0.103028,-0.381214,0.404515,0.508093,-0.578265,-1.665861,-0.587614,0.370883,0.330967,-0.157292,-0.206378,-0.238422,-0.905218,-0.918699,-0.628591,-0.718669,-1.132739,-0.400795,-0.380758,-0.446832,-1.262951,-0.40119,-0.200043,0.069948,0.695172,0.783059,-0.03696,0.1446,-0.547009,-1.071228,-0.057948,-0.430208,-0.224389,0.205429,-0.815867,-0.76494,-1.074411,0.078073,0
0.375629,-0.201352,-0.039872,-0.406042,1.86307,0.997029,-0.53484,-0.623578,-0.000869,-0.022015,0.583906,0.439623,0.676031,0.558942,1.289017,1.755055,2.115909,2.09415,1.858566,1.1344,0.912426,1.101382,-0.248925,-1.126458,-0.329991,-0.086695,-0.257492,-0.817171,-0.350777,-0.443163,-0.147554,-0.502917,-0.098394,-0.059821,-0.621965,-1.064844,-0.969549,-1.18915,-0.346099,0.037463,-0.142316,-0.040854,-0.541334,-1.167934,-0.489566,0.443256,1.119541,0.255956,-0.26781,-0.309113,-0.563663,-0.915529,-0.893602,-0.430208,0.128338,-0.30014,-0.297328,-0.270337,-0.589083,-0.239953,0
0.319085,3.785307,3.116671,1.8958,0.680398,0.440396,1.447749,1.08043,1.023735,1.229327,0.513826,-1.510089,-0.038346,1.478234,1.461341,1.492428,1.589129,0.904226,-0.231838,-0.650846,-0.18835,0.508924,0.735984,1.368982,0.819742,0.039345,-0.005108,-0.812112,-1.031735,-0.613039,-0.454574,-1.696425,-1.331247,-1.570363,-0.126851,1.135284,1.432995,0.094109,-1.329148,-0.047614,0.627359,0.643086,-0.061455,-0.061332,0.208192,0.072935,0.41686,1.406289,1.398209,-0.389611,0.518903,-0.251214,-0.511184,1.309326,1.003102,-0.335007,-0.00349,0.224265,0.494817,0.058196,0
-0.450784,-0.043584,1.339326,0.6127,-0.905498,-0.943571,0.334262,0.732817,0.078531,-0.205773,-0.166633,-0.699077,-0.537771,1.142012,1.993891,1.728835,1.420741,0.611334,-0.328742,-1.07498,-0.365607,0.518303,0.849904,1.368982,0.695215,-0.085008,-0.020577,-0.462602,-0.686261,-0.275552,-0.3756,-1.312345,-1.21261,-1.489495,0.015933,1.248869,1.534282,0.05279,-1.340701,-0.236238,0.764112,0.646642,-0.018287,-0.105596,0.220722,0.208819,0.845829,1.260495,2.354988,1.417925,-0.147292,-0.427673,-1.049402,0.049191,-0.887516,-0.439607,0.203925,-0.347619,-0.184643,-0.816374,0
2.454711,0.211271,-0.146565,-0.721981,-0.660684,-0.865744,1.493065,2.069248,0.892809,0.49727,0.261385,-1.111008,-1.215258,0.944413,1.720801,1.252583,1.102169,0.423974,-0.489602,-1.107723,-0.307814,0.568326,0.868691,1.07791,1.068796,-0.316853,-0.406074,-0.05491,-0.571797,-0.015528,-0.135872,-0.933424,-0.67463,-0.880176,0.532272,1.348066,1.724351,0.482421,-0.925279,0.22161,0.928917,0.844593,0.42346,0.07071,0.421212,0.889731,1.34265,1.773178,2.243734,1.125207,-0.272203,0.392341,0.437779,-0.416511,-0.788752,-0.544208,3.107739,0.347916,-0.686148,-0.557978,0
-0.076723,-0.431935,0.475376,0.045299,0.678598,-0.123004,0.98002,0.466235,-0.287218,-0.204285,0.004424,-1.139565,-0.698098,0.636158,0.966274,1.516069,1.859156,1.811199,0.924803,-0.44449,-0.383061,0.277177,0.51374,0.684795,0.215887,-0.25278,-0.513948,-1.178065,-1.217791,-0.621646,-1.112074,-1.109753,-1.079931,-1.412952,-0.077455,0.755156,0.49557,-0.492819,-1.134748,0.073845,0.641385,0.113832,-0.562198,-0.284903,-0.19081,-0.655014,-0.03971,0.613233,0.636123,-1.00432,0.785381,-0.220074,0.01287,-0.334328,-0.647661,-0.143239,0.44591,1.25984,2.274354,2.145239,0
-0.246356,-0.283269,0.808465,-0.04282,-0.945101,-0.358177,-0.874712,0.768048,0.925751,1.183945,0.462584,-1.188826,-0.582464,1.261179,1.533386,1.297715,1.268661,0.792193,-0.208969,-1.015206,-0.803512,0.21543,0.730388,1.368982,0.606617,0.04904,0.286762,-0.344131,-0.617999,-0.07306,-0.064841,-1.205422,-1.143365,-1.265054,0.261368,1.060697,1.160812,-0.577806,-0.656535,1.027044,1.187814,0.745617,-0.045627,-0.561741,-0.127497,0.253616,0.573267,0.973713,1.139545,-0.184708,0.677125,-0.531472,-0.992748,-0.197357,0.170666,-0.910309,0.929878,-0.177599,0.462462,0.495481,0
-0.720456,0.40848,0.475376,-0.044969,0.575992,2.607709,1.75849,0.844382,1.381882,1.637761,0.49348,-0.924676,0.401489,1.666714,1.830329,2.564425,2.214894,1.823817,0.450363,-0.39766,-0.422624,-0.473165,0.244728,0.708215,0.553131,0.291423,0.441043,-0.310824,-1.691881,-1.456076,0.586117,1.112188,-0.614585,0.15597,1.776425,1.261363,0.484732,1.154806,0.871535,-0.137728,-1.3392,-0.957713,0.195392,0.503598,0.069695,-0.706531,-0.843595,-0.912,-0.965925,0.605631,-1.113274,0.766018,-0.836948,1.227143,0.466957,-1.049777,-0.712159,-0.703114,0.559528,0.237086,0
-0.168064,1.285302,0.178718,-0.633862,1.749663,4.698888,4.064767,2.624724,1.392863,0.085116,0.220693,0.514584,2.021073,2.401782,2.307871,1.447296,-0.245691,-0.961721,-0.919466,-0.50693,-0.314408,-1.076175,-2.014487,-0.532604,-0.169943,0.300697,-0.074717,0.453124,0.687726,1.132833,1.283805,0.308857,-1.336089,-0.54719,0.446987,0.355339,-0.951209,-0.515357,-0.235588,0.403519,0.023658,-0.964825,-0.54709,-0.635264,-0.701268,-0.602005,-0.756191,-1.147514,-1.127243,-0.389611,-0.630283,0.45462,-0.482857,-0.416511,-0.774643,0.588965,-0.781297,-0.625833,0.025666,-0.239953,0
-0.137617,-0.583634,-0.479654,-1.027174,-0.720087,-0.583198,0.073693,-0.314719,-0.217109,-0.33671,-1.002324,-0.225035,-0.844945,-0.204094,-0.127546,-0.346815,-1.312527,-1.193817,-0.797755,-0.653131,-0.966806,-1.500587,-0.904066,-0.439762,-0.269565,-0.284816,-0.192361,0.308935,1.489808,1.202142,0.216945,0.025135,0.482683,0.101914,-0.819547,-1.157604,-1.293417,-0.699887,-0.350118,-0.536807,-0.072187,0.034415,-0.526945,-0.994629,-1.079825,-0.502705,-0.237519,-0.969677,-0.865797,0.832488,-0.238893,-0.168175,0.182833,-0.80003,-0.323152,-1.171811,-0.746728,-1.104979,-0.572905,0.237086,0
0.727942,0.159693,-0.237644,-0.178222,-1.233118,-0.263431,0.939559,0.461538,-0.153757,-0.501869,0.250835,0.540285,1.285414,1.714137,0.617731,-0.667898,-0.756923,-0.505558,-0.826826,-0.531297,-0.632462,-1.509576,-0.021885,0.936556,0.883434,0.223556,-0.074717,0.611225,1.489808,1.156389,0.178626,0.087506,1.885985,1.271687,-0.004134,-0.867207,-0.850338,-0.580154,0.964465,0.934691,-0.320563,0.483658,0.229926,-0.250392,-1.068613,-0.846148,-1.037953,-0.811065,-0.990957,-0.850642,-0.330495,-0.697551,-1.063566,-0.005597,1.003102,1.199134,-0.141767,0.085158,0.60806,-0.180323,0
-1.15976,-0.228658,-0.695642,-0.66825,-0.572478,0.301661,1.180707,0.367588,-0.348035,-0.485502,-1.029452,-0.180059,-0.205057,0.166176,-0.079354,-0.590959,-1.438438,-1.090196,-0.77915,-0.594498,-0.960988,-1.660426,-0.742979,0.051212,0.211396,0.064637,0.03275,0.664348,1.489808,0.851971,-0.095216,-0.315801,0.931565,0.466036,-0.516999,-1.110278,-1.121687,-0.520991,0.111518,-0.56927,-0.579459,0.093682,-0.183043,-0.46271,-0.808768,-0.746848,-0.612435,-0.750184,-0.487536,-0.89455,-0.438752,0.153603,-0.426203,-1.005487,0.297648,0.048529,0.394056,-0.981328,-0.831747,-1.01514,0
-0.002781,0.047435,0.865715,0.580462,-0.415869,0.008964,-1.735723,-0.791513,-0.410542,-0.696787,-1.068636,-1.219524,-1.760085,-1.079002,-1.050016,-0.745698,-0.987508,-0.700947,-0.489989,-0.611631,-1.016453,-1.894517,-2.103224,-1.630815,-2.14523,-1.843235,-1.039477,0.244429,1.088559,0.907237,-0.130264,-0.8945,0.580982,0.971568,-0.107556,0.273937,1.134136,1.444983,1.13626,0.078883,-0.350953,-1.262345,-1.773767,-1.606073,-1.30076,-1.199296,-1.40827,-1.464737,-1.444315,-1.494623,-1.338115,-0.81173,1.839978,1.295629,-0.605334,0.955066,1.482986,0.023333,0.963968,0.91289,0
-0.481231,-0.723198,-1.07297,-0.855234,-0.59588,-0.96895,-1.386139,-0.71283,-0.322694,-0.771927,-1.097271,-1.307336,-1.231574,-1.161082,-1.390283,-1.097729,-0.96096,-0.333111,-0.692324,-1.003403,-1.544345,-1.617438,-1.75267,-1.858738,-2.452669,-2.120184,-1.194979,-0.234092,0.644854,0.769525,0.220683,-1.020651,0.24202,0.193161,-0.628525,-0.232271,0.350933,1.025682,1.638584,1.254849,-0.242252,-0.305185,-0.487374,-0.932359,-0.947264,-0.920062,-0.26972,0.066905,-0.562632,-0.455473,-0.70523,0.921717,2.094923,0.487499,1.976629,-0.718542,-1.040566,-0.486726,0.155087,0.396098,0
0.867128,-0.319677,0.39991,1.571264,1.836069,1.458915,1.617685,-0.681122,-0.451087,-0.040614,-1.064869,-0.003721,-0.371769,0.139424,0.06717,-0.198524,-0.523304,-0.591973,-0.814035,-1.485408,-1.096355,-0.941348,-1.177874,-0.550587,-0.62314,-1.063815,-0.684511,-0.681836,-1.046303,-1.066041,-0.445696,0.116582,0.681702,0.732856,0.937471,1.406372,1.360885,1.305059,1.065432,1.404853,2.112943,1.193675,0.914131,0.497596,0.006383,0.62095,0.64917,1.268506,0.675062,0.247051,0.893638,-0.552232,0.310306,0.706653,-0.421916,0.641265,2.001524,0.935257,4.086247,7.432412,1
4.442453,5.930336,6.819689,8.006103,5.864714,1.260964,1.028573,-1.518447,0.125834,0.11041,0.412096,-0.173633,0.285855,0.20448,0.222943,0.073559,0.085775,0.056138,0.080191,-0.721662,-1.49237,-1.668633,-0.852502,-0.081359,-0.68765,-1.771573,-1.163634,-0.41749,-0.490631,-0.738973,-0.62187,-0.945148,-1.602417,-1.122347,-0.397369,0.27583,0.036235,-0.011538,0.273769,0.5983,0.415216,-0.042632,-0.584501,-0.142358,0.553114,0.4776,0.800977,0.938466,0.405272,-0.082257,-0.039035,2.364526,1.45756,0.610773,1.228847,-1.206677,0.480479,0.734324,1.594895,3.298081,1
-0.39424,0.117217,0.301024,0.524581,-0.237658,-0.295577,-0.02665,1.595977,-0.484874,-1.341801,-0.082235,0.080522,-0.6832,0.451935,0.647912,0.759998,0.173003,-0.277668,-0.619453,-1.129044,-1.433414,-1.999253,-1.564402,-0.651375,-1.214747,-1.229478,-0.679219,-0.769108,-0.781162,-0.702733,-0.549438,-0.211691,0.236694,-0.025225,-0.668273,-0.769525,-1.090009,-0.605039,-0.002509,0.327397,0.011385,0.134576,0.070206,-0.160363,0.059143,0.108026,-0.441077,0.193473,0.33852,-0.374975,-0.663593,0.589559,1.060978,0.692956,2.780847,0.135696,2.831185,2.233588,1.789026,0.614741,1
1.467365,2.065037,2.830422,1.483144,1.233032,0.244137,-0.539695,-0.517885,0.276188,1.12666,2.340439,1.929571,1.698291,1.477018,1.633665,2.114823,2.133734,1.839877,1.112021,0.667243,0.317045,-0.935095,-2.317874,-2.603146,-1.648346,-1.753447,-1.948875,-2.120351,-2.502704,-1.485068,-1.432646,-1.172125,-0.842174,-0.897906,-0.485741,-0.949745,-1.069168,-0.64495,-0.7354,-1.614823,-0.923096,-0.59737,-0.659325,-0.386185,-0.833829,-1.102983,-0.49398,-0.24391,-1.118899,-1.048227,0.802036,-0.469192,2.194069,-0.019295,0.636266,1.826737,2.62377,-0.347619,0.54335,1.310422,1
0.188599,-0.759605,0.670545,1.377831,-0.727288,0.227218,1.182325,0.304173,1.060901,1.70323,2.390927,2.333649,3.042624,2.49359,2.027479,1.550026,1.692285,1.886908,1.447307,0.869031,-0.12823,-1.243439,-2.361043,-2.713134,-1.714897,-0.90068,-0.811924,-1.070134,-1.48751,-1.817572,-0.693835,-0.407248,-0.412176,-0.397996,-0.111029,-1.171613,-0.751969,-0.740267,-0.724852,-0.850249,-1.35381,-1.083951,-0.992435,-0.996879,-0.783706,-0.835695,-0.903398,-0.525885,-0.415221,-0.1408,1.176771,1.139695,1.76916,-0.224751,0.932557,1.931338,-0.798582,4.598407,0.753659,1.807337,1
1.284684,2.504965,2.159039,2.061291,1.231232,-0.820063,-0.623854,-0.793861,-0.344656,0.200429,0.638915,1.252776,1.750788,1.184572,1.337696,1.476955,1.850433,1.754227,1.424438,0.782605,0.479175,-0.398913,-1.348154,-1.486534,-1.83085,-2.258869,-2.147526,-2.152393,-1.820081,-1.873291,-1.064409,-0.603274,-0.374406,0.176728,0.432323,-0.391667,-0.815742,-0.358529,-0.030137,-0.659945,-1.144589,-1.386805,-1.212589,-1.064401,-1.03366,-0.786418,-0.165065,0.360095,0.688969,0.444636,0.452284,2.042748,0.055361,-0.293237,0.918447,0.693565,-0.694874,0.33246,2.403775,1.171286,1
-0.563872,-0.398561,-0.458836,-0.328669,-0.192655,-0.970642,-0.261324,0.046986,-0.998443,-0.556922,0.458816,1.607594,2.088467,1.656378,1.566974,1.591289,1.835263,2.09415,1.799261,1.295068,0.61842,0.295154,0.069651,-0.318901,-1.24251,-2.561953,-2.662472,-2.556712,-2.239644,-1.855171,-0.832158,0.10392,-0.112921,0.440089,0.350126,-0.127773,-0.549812,0.296952,0.209974,-0.896705,-1.255044,-0.822585,-0.657167,-1.323233,-0.881313,-0.868546,-1.104656,-1.10746,-0.924205,-0.93114,-0.197256,-0.656031,-0.355384,1.679148,1.482811,-0.143239,-0.746728,0.317003,-0.508195,-0.915757,1
0.066812,0.420616,0.558648,-0.038521,-0.253859,-0.792993,-0.894134,-0.803256,-0.270324,0.527772,1.143043,1.777506,1.594717,1.219836,1.170726,1.527675,1.543619,1.777933,1.909731,1.629731,0.833688,0.099753,-0.195763,-0.779764,-1.471558,-2.299758,-2.45568,-2.806302,-2.252964,-1.437503,-1.098522,-0.684874,-0.603932,-0.014847,-0.102539,-0.256124,0.404703,0.458944,-0.72234,0.147728,1.934112,0.986834,-0.433415,-0.540734,-0.91231,-0.769246,-0.635436,-1.033762,-0.762888,-0.104211,-0.813486,1.938949,1.160124,0.377922,2.597429,1.216568,-0.45289,0.641586,0.721304,-0.200199,1
-0.763951,-0.623076,0.027787,1.197295,2.089884,-0.205906,-0.738763,-0.300627,-0.864138,-0.800942,0.1054,1.060732,0.763288,1.086684,1.442356,1.151573,1.465493,1.791316,1.854303,1.524268,0.991163,0.81375,0.721993,0.535496,-0.266299,-0.904474,-1.085476,-1.110186,-0.841516,-0.895259,-0.940573,-0.635633,-0.472221,-0.752603,-0.692585,-0.56848,-0.182178,0.496977,0.199425,-0.222246,-0.669459,-0.593814,-0.191677,-0.813821,-0.922862,-0.970086,-1.135708,-0.711733,-1.160619,-1.077499,-1.079964,0.298922,-0.114603,-0.348025,2.498665,3.395745,0.324917,-0.393988,1.109566,0.535235,1
0.171201,0.117217,0.092843,0.599805,0.149366,-0.490144,-1.3651,-0.454469,-1.040677,-1.405781,-1.102546,-0.548441,-0.565438,-0.098911,0.054027,0.530898,0.834418,0.983759,1.273269,1.180088,0.768914,0.494073,0.422204,0.238987,-0.235677,-0.865271,-1.013832,-1.19788,-0.782827,-0.763435,-0.890571,-0.561068,-0.232526,-0.11085,0.209657,0.351553,0.449303,0.595111,0.318978,0.63972,0.684632,0.550629,1.005502,0.496095,-0.454613,-0.365328,0.090246,-0.203856,-0.231653,0.1446,-0.230566,-0.583371,0.947669,0.91211,-0.774643,0.815599,-0.210905,-0.548551,0.88308,0.535235,1
0.593106,0.517703,0.701772,0.169956,0.833408,0.809229,0.526857,-1.123859,-0.988307,-1.465298,-0.832774,-0.020855,0.197179,0.475039,0.641584,0.690795,0.920887,0.990259,0.989922,1.158005,0.901953,0.676578,0.765563,1.083346,0.735227,-0.352684,-1.173404,-1.547812,-1.378873,-1.474649,-0.784025,0.034983,0.400848,0.466468,0.489437,0.291731,0.248396,0.458005,0.511871,0.739349,0.471904,0.320674,0.070925,0.28978,0.108606,0.136397,-0.246719,-0.618809,-0.18437,-0.631104,-1.263168,0.080943,1.018487,-0.416511,-0.464243,0.850466,0.18664,0.069702,0.54335,-0.319459,1
1.336878,0.27195,0.155297,-0.32652,0.493187,-0.461382,-0.589867,-1.058094,-0.579479,-1.288236,-0.586362,-0.342118,-0.329913,-0.083103,0.300343,0.378308,0.958433,1.576809,1.671736,1.422613,1.184323,1.140853,1.135703,0.785165,0.233852,-0.520876,-1.164041,-1.191978,-0.946823,-1.205113,-0.985434,-0.572792,-0.495464,0.043101,0.026353,0.131199,0.372608,0.480073,0.74294,0.178512,0.17619,0.347937,0.019844,0.382059,-0.147942,-0.503452,-0.798743,-1.334964,-0.493098,-0.492062,-1.104947,-1.258066,-1.445984,1.610663,1.638011,-0.021205,0.670609,0.533392,0.527172,0.694247,1
-0.120219,-0.950747,-0.250655,0.546074,0.523789,-0.444463,0.322933,-0.20198,-1.120923,-0.846323,-0.925461,-1.186684,-1.430209,-0.606588,-0.276991,0.174569,0.337598,0.836548,1.113959,1.047213,1.034993,1.242462,1.41111,1.340125,1.151678,0.694833,0.078749,-0.480309,-0.606344,-0.418248,-0.451303,-0.913258,-1.164187,-0.674763,-0.157337,-0.032741,-0.303889,-0.509722,-0.045207,0.247357,0.495865,0.98387,0.572388,-0.133355,-0.730946,0.060989,0.88148,0.485062,0.302363,0.869078,0.768727,0.828298,2.194069,0.925807,-0.788752,-0.247839,0.739748,-0.038492,-0.022866,0.018443,1
-0.355094,-0.799047,-0.61237,1.06834,1.661458,-1.062004,-0.800264,-0.61066,-1.086291,-1.039009,-0.930736,-0.543443,-0.016354,0.073761,0.181566,0.521442,0.702059,0.744397,1.170163,1.285931,1.09201,1.209634,1.41111,0.993432,0.711138,0.366035,0.271294,0.327907,-0.063576,-0.683254,-1.38685,-1.497116,-1.216484,-0.611625,-0.024586,0.041467,-0.162587,-0.513948,-0.004016,0.509305,0.848268,0.726059,0.650809,0.283027,0.084864,-0.317545,-0.085712,-0.583562,-0.629384,-0.155436,-0.472062,-0.178555,-0.086276,-0.663059,-0.873407,0.292596,0.031079,0.425198,1.319875,1.350175,1
1.03676,1.518919,4.056088,4.438357,4.451628,2.032466,-0.971819,1.102743,-0.701114,-0.998835,-0.565263,-0.197193,-0.02132,0.242784,0.517939,0.154367,0.567045,0.916845,1.356218,1.371976,1.194795,1.468346,1.224041,0.993014,0.64622,0.022905,-0.198467,-1.035984,-1.648593,-1.716552,-1.681721,-1.592784,-1.289119,-0.709359,0.19615,0.444692,0.334677,0.551444,0.336057,-0.118698,0.301255,1.30806,0.839307,-0.565492,-0.113648,-0.229444,-0.806793,-0.155792,-0.139869,-0.660375,1.151789,1.139695,1.30176,2.021576,-0.153843,1.199134,1.603978,1.027995,0.88308,-0.180323,1
0.706195,0.265882,0.673148,1.036101,1.161028,0.75678,0.436224,-0.677599,-0.514438,-0.303232,0.330712,0.585976,0.907299,0.808829,1.045621,0.698962,1.027836,1.346624,1.607005,1.347229,1.51634,1.457404,1.048564,0.498275,-0.020102,-0.705931,-1.404213,-1.878772,-1.356813,-0.921533,-0.891038,-1.255601,-0.598121,0.519659,0.771918,0.601438,0.365939,-0.008251,-0.021598,-0.522814,-0.712122,-0.088268,0.37022,-0.077837,-0.539029,-0.513158,-0.393925,-1.09945,-0.387408,-0.455473,-0.197256,-0.147415,-0.92193,1.761331,0.509284,0.031095,2.416354,3.732853,1.206632,-0.239953,1
-0.037578,0.651199,0.566455,-0.666101,0.156566,1.06132,-0.102716,-0.293581,-0.346346,-0.234788,-0.275145,0.261857,0.384463,0.488415,0.47072,0.537775,0.766152,1.338977,1.660883,1.434797,1.235134,1.253404,0.742779,0.437635,0.1032,-0.356056,-0.493187,-1.048211,-1.12955,-1.321987,-1.336381,-1.256539,-0.287729,-0.036902,-0.40856,-0.548035,-0.007948,-0.038771,0.253676,0.926295,0.68171,0.520403,-0.104622,-0.518227,-0.630041,-0.369808,-0.654987,-1.030558,-0.765669,-0.184708,-0.430424,0.132843,0.891015,0.665561,-0.661771,-0.160672,-0.418321,-0.718571,-0.556728,0.276839,1
-0.772651,-0.492614,-0.44062,-0.332968,0.837008,1.719466,0.439461,-0.492049,-0.363239,-0.210981,0.09485,0.336105,0.666099,0.868413,1.000836,1.276654,1.229598,1.43801,1.544599,1.505232,1.51634,1.461312,0.971019,0.320537,-0.158103,-0.10735,0.075492,-0.050272,-0.378248,-0.462189,-0.523736,-0.871052,-1.49298,-1.142672,-0.530506,-0.207282,-0.341819,-0.589075,-0.498303,-0.542964,-0.314719,0.052195,0.093948,-0.161864,-0.472419,-0.450442,-0.314572,0.473847,0.580497,-0.221298,0.435629,1.399193,0.636069,2.021576,0.057793,-0.718542,-0.487459,1.012538,0.381574,-0.796497,1
0.532213,0.156659,0.022582,0.655685,-0.59948,0.286434,1.269721,0.197305,-0.812612,-0.080044,-0.038529,0.373228,0.854802,1.267259,1.299726,1.214328,1.235287,1.331712,1.320945,0.87893,1.052447,0.836808,0.552512,0.732889,0.277538,-0.238447,-0.61368,-1.442411,-1.353899,-1.115871,-1.396664,-1.574964,-0.486264,0.003316,0.137493,0.261064,0.027482,0.161724,0.291853,0.213774,0.869307,0.878375,0.279569,0.500597,0.278759,-0.923796,-0.482479,-0.597981,-0.952019,-1.018955,0.510576,-0.925909,0.409451,0.049191,-0.563007,1.443202,1.08544,-0.038492,2.694972,2.642153,1
-0.859641,-0.155842,-0.344337,-0.350162,0.979216,1.267731,1.119206,0.403994,0.075997,-0.266034,-0.099567,0.431056,1.000941,1.332315,1.05487,0.568293,0.865137,1.071703,1.207762,1.22806,1.474062,1.468346,0.911461,0.796457,0.947127,0.706214,0.296532,-0.143447,-0.335376,-0.81236,-1.268155,-1.513061,-1.490075,-1.557389,-1.276071,-0.716519,-0.632759,-0.072578,0.423964,-0.096869,-0.573615,-0.640635,-1.047113,-0.471712,-0.359644,-0.38026,-0.059261,0.092539,0.510963,0.561724,0.460611,0.195123,0.069524,1.802422,1.003102,-0.474474,-0.00349,-0.378531,0.187443,0.03832,1
-0.276802,-0.844557,-0.802335,0.651387,0.656997,0.778774,0.903953,-0.412192,-0.297354,0.107434,0.19658,0.433198,0.089348,0.212992,0.269189,0.306957,0.229511,0.661806,0.874413,1.169427,1.263836,1.317496,1.061755,1.13604,1.3252,1.035434,0.730064,0.244429,0.269411,0.080055,-0.555045,-0.881838,-0.9734,-1.325165,-1.004395,-0.948231,-0.578573,-0.071639,0.342085,0.388406,0.213593,0.516254,0.372379,-0.271399,-0.288417,-0.304105,-0.305371,-0.239103,0.360771,0.795898,0.202461,-0.375773,1.004324,-0.443905,-0.266716,0.222863,-0.401036,-0.533095,-0.265531,-0.518225,1
