@relation vehicle-weka.filters.unsupervised.attribute.Standardize

@attribute COMPACTNESS numeric
@attribute CIRCULARITY numeric
@attribute 'DISTANCE CIRCULARITY' numeric
@attribute 'RADIUS RATIO' numeric
@attribute 'PR.AXIS ASPECT RATIO' numeric
@attribute 'MAX.LENGTH ASPECT RATIO' numeric
@attribute 'SCATTER RATIO' numeric
@attribute ELONGATEDNESS numeric
@attribute 'PR.AXIS RECTANGULARITY' numeric
@attribute 'MAX.LENGTH RECTANGULARITY' numeric
@attribute 'SCALED VARIANCE_MAJOR' numeric
@attribute 'SCALED VARIANCE_MINOR' numeric
@attribute 'SCALED RADIUS OF GYRATION' numeric
@attribute 'SKEWNESS ABOUT_MAJOR' numeric
@attribute 'SKEWNESS ABOUT_MINOR' numeric
@attribute 'KURTOSIS ABOUT_MAJOR' numeric
@attribute 'KURTOSIS ABOUT_MINOR' numeric
@attribute 'HOLLOWS RATIO' numeric
@attribute class {0,1,2,3}

@data
0.524807,2.12943,1.199081,1.166912,0.419123,0.746025,1.71938,-1.399696,1.704098,2.342381,1.158621,1.743642,1.268852,-0.195296,-0.076666,-1.298732,-0.638004,0.049418,0
-1.296803,-1.27421,-1.780972,-1.521888,-0.848585,-0.992645,-1.198354,1.416643,-0.996375,-1.446633,-1.357717,-1.10311,-1.066269,1.140357,-0.483306,0.044866,-1.449172,-1.563746,1
-0.325277,-0.950053,0.374811,0.599277,0.165581,0.094024,0.185314,-0.375572,0.16097,-1.102177,0.266754,0.096714,-0.574664,-0.462426,-1.296586,1.164531,0.335398,0.318279,1
-0.568159,-0.787975,-1.400539,-1.133505,-0.721814,-0.557978,-1.529231,1.928705,-1.382157,-0.757721,-1.453274,-1.306853,-0.66684,-0.996688,0.736615,-0.514967,0.659865,0.452709,3
-0.568159,-1.598366,-0.766486,-0.924376,-0.468273,-0.340644,-1.288593,1.544659,-1.382157,-1.377742,-1.325864,-1.148386,-1.926577,-1.130253,-0.483306,0.716665,1.633267,1.528152,3
1.132011,0.670727,1.135676,0.748655,-0.214731,0.311358,0.486111,-0.759619,0.546752,0.826775,0.426016,0.441946,0.101292,-1.397384,1.346575,-0.514967,1.471033,1.662582,1
-1.661125,0.022415,-0.70308,-1.223132,-0.721814,-0.340644,-0.5366,0.520535,-0.610593,-0.06881,-0.561407,-0.582432,0.039841,0.873227,-0.686626,0.380766,-1.286939,-1.160455,2
-0.932481,-0.463819,-1.083512,-1.581639,-1.102127,-0.557978,-0.50652,0.520535,-0.610593,-0.482157,-0.433998,-0.593751,-0.08306,1.674618,-0.279986,-0.962833,-1.611406,-1.698176,2
0.767689,0.184493,-0.069026,0.539526,-0.08796,0.094024,-0.085404,-0.119542,-0.224811,0.413428,0.011935,-0.140987,0.009116,-1.263818,1.346575,-0.403,1.471033,1.528152,1
-0.932481,-0.950053,-1.400539,-0.864625,-0.214731,-0.340644,-1.499151,1.80069,-1.382157,-0.964395,-1.548831,-1.289875,-1.035544,-1.530949,0.126654,-0.514967,1.795501,1.528152,3
-1.296803,-1.27421,-1.273729,-1.671265,-1.102127,-0.557978,-1.408912,1.80069,-1.382157,-1.308851,-1.453274,-1.255918,-1.219895,0.873227,-1.296586,-0.626933,-1.286939,-1.429315,3
-1.418243,0.022415,-0.893296,-0.56587,0.926206,-0.775311,-0.626839,0.520535,-0.610593,-0.275483,-0.625112,-0.667325,0.285643,1.006792,-0.279986,-1.410699,-1.286939,-1.563746,2
-0.082396,0.346571,0.374811,0.927908,0.545894,-0.340644,0.125154,-0.375572,0.16097,0.206755,0.266754,0.068416,0.930874,-0.863122,-1.296586,-1.074799,0.984333,0.856,1
-0.325277,-0.301741,0.374811,-0.356741,-0.08796,0.094024,-0.596759,0.520535,-0.610593,0.620102,-0.752522,-0.644687,-1.066269,-1.130253,-1.093266,1.500431,1.3088,1.528152,3
0.281926,0.022415,-0.132432,-0.207363,0.165581,0.094024,-0.686998,0.648551,-0.610593,0.000081,-0.879931,-0.701282,-0.421038,-1.130253,-0.279986,-0.291034,1.633267,1.528152,3
1.617773,1.967352,1.516108,0.300521,-1.355668,-0.12331,2.651852,-1.911757,2.861444,1.653469,2.751239,2.909508,1.760457,1.407488,-0.889946,0.828632,-1.286939,-1.563746,2
-0.81104,-0.139663,-0.766486,0.300521,1.686831,-0.557978,-0.686998,0.520535,-0.610593,-0.482157,-0.688817,-0.644687,0.101292,-0.462426,-0.076666,-1.298732,0.822099,0.72157,2
-1.296803,0.184493,-0.576269,-0.954252,-0.341502,-0.557978,-0.626839,0.520535,-0.610593,-0.137701,-0.688817,-0.639027,0.254918,0.338965,0.329975,-1.410699,-0.638004,-0.622733,2
-0.932481,-0.625897,-1.020107,-1.193256,-0.848585,-0.340644,-1.017875,1.160612,-0.996375,-0.826612,-1.102898,-0.984259,-0.298137,0.2054,-0.686626,-0.962833,-1.449172,-1.160455,0
1.860655,1.481118,1.706324,1.674797,0.799435,0.528691,1.358423,-1.27168,1.318316,1.446796,1.190473,1.330495,1.145951,-0.595992,0.939935,2.17223,0.010931,0.856,1
0.039045,-1.27421,-0.576269,0.50965,1.179748,-0.340644,-0.44636,0.136489,-0.610593,-1.446633,-0.561407,-0.440943,-1.312071,-0.729557,-0.889946,-0.514967,1.3088,1.393722,2
0.767689,-0.139663,0.691838,0.718779,0.03881,-0.12331,0.516191,-0.759619,0.546752,-0.06881,0.426016,0.458925,-0.728291,-0.863122,-1.296586,-1.186766,0.659865,0.318279,0
-1.418243,-0.301741,-0.576269,-0.446368,0.419123,-0.340644,-0.5366,0.39252,-0.610593,-0.344374,-0.338441,-0.559793,-0.451763,0.472531,-0.279986,-0.179067,-0.638004,-0.891594,2
-0.932481,0.184493,-0.576269,-1.312759,-0.595044,-0.557978,-0.5366,0.520535,-0.610593,-0.06881,-0.59326,-0.59941,0.408545,1.273923,0.533295,-0.179067,-1.449172,-1.563746,2
2.710739,1.31904,1.76973,1.85405,0.672665,0.746025,1.448663,-1.27168,1.318316,1.171231,1.349735,1.426707,1.453204,-0.729557,1.956535,1.724364,0.497632,1.393722,1
-0.568159,0.184493,-0.322648,-1.312759,-1.228898,0.311358,-0.386201,0.39252,-0.224811,0.826775,-0.561407,-0.503198,0.070566,0.739661,0.126654,0.492732,-0.962471,-0.622733,3
-0.568159,0.508649,0.184595,0.599277,0.292352,-0.12331,0.004836,-0.247557,-0.224811,0.344537,-0.019917,-0.073072,0.469995,-1.130253,1.956535,-0.850866,0.984333,0.72157,1
-1.296803,-0.625897,-0.766486,-0.416492,0.419123,-0.340644,-0.747158,0.648551,-0.610593,-0.482157,-0.656965,-0.740899,-0.851192,-0.195296,-0.483306,-0.067101,-0.151303,-0.085012,2
-0.689599,-0.301741,0.12119,-0.984128,-0.848585,0.528691,-0.44636,0.39252,-0.610593,0.137864,-0.46585,-0.508857,-0.328862,0.071835,-0.076666,-1.186766,-0.638004,0.049418,3
0.281926,0.346571,1.325892,1.376041,0.926206,0.311358,0.937307,-1.015649,0.932534,-0.06881,0.999359,0.89471,0.777248,0.071835,-0.076666,-0.7389,-0.313537,-0.219442,0
-0.689599,-1.27421,-1.590756,-1.10363,0.03881,-0.557978,-1.017875,1.160612,-0.996375,-1.584415,-1.198455,-0.989919,-0.943368,1.407488,1.956535,0.380766,-1.449172,-1.563746,1
0.524807,-1.112132,-1.020107,-1.163381,-0.848585,-0.340644,-1.168274,1.288628,-0.996375,-0.68883,-0.911784,-1.069152,-1.588599,-0.462426,-0.686626,-0.067101,0.335398,-0.219442,3
-0.568159,0.022415,-0.069026,2.302183,5.109643,7.483374,-0.416281,0.39252,-0.224811,0.826775,0.362311,-0.525836,0.070566,2.342445,0.533295,0.492732,-0.962471,-0.488303,3
-0.81104,-0.463819,-0.386053,-0.29699,0.419123,-0.775311,-0.416281,0.136489,-0.610593,-0.68883,-0.147327,-0.440943,-0.543939,0.472531,-0.076666,-0.067101,0.010931,-0.353873,2
-0.082396,-1.436288,-1.210323,-0.894501,-0.595044,-0.12331,-1.108115,1.160612,-0.996375,-0.826612,-0.975488,-1.018217,-1.650049,-0.729557,-0.686626,1.612397,0.659865,0.72157,3
1.860655,1.643196,1.262487,0.001766,-1.355668,-0.557978,2.170576,-1.783742,2.08988,1.171231,2.432715,2.434107,2.221336,1.541053,0.736615,-0.179067,-0.800238,-1.698176,2
-0.446718,-1.112132,-0.449459,-0.147612,0.292352,-0.340644,-0.5366,0.264505,-0.610593,-1.171068,-0.656965,-0.537155,-1.096994,-0.863122,-1.296586,-1.410699,0.984333,1.124861,2
0.524807,1.156962,0.248,1.137037,0.926206,-0.775311,0.696669,-1.015649,0.546752,0.895666,0.74454,0.736243,1.422479,0.338965,-0.483306,-0.7389,0.822099,-0.085012,2
-1.418243,-1.27421,-1.020107,-1.282883,-0.975356,-0.340644,-1.108115,1.416643,-0.996375,-1.446633,-1.294012,-1.063493,-1.004818,-0.061731,2.159855,-0.626933,-0.962471,-1.160455,1
-0.325277,-0.787975,1.008865,0.688903,0.292352,0.094024,0.245473,-0.375572,0.16097,-0.895504,0.171197,0.14199,-0.298137,-0.863122,0.533295,2.50813,0.984333,1.259291,1
0.524807,-0.787975,-0.322648,0.061517,-0.08796,-0.557978,0.095075,-0.503588,0.16097,-0.619939,0.266754,0.096714,-1.035544,-0.061731,-0.483306,0.492732,1.633267,0.72157,2
1.496333,1.31904,1.008865,0.718779,-0.214731,0.311358,1.388503,-1.27168,1.318316,1.446796,1.126768,1.364452,1.330303,0.071835,0.329975,0.940598,-0.151303,0.183849,1
-0.082396,-0.301741,-0.259243,-0.087861,-0.341502,-0.340644,-0.5366,0.39252,-0.610593,-0.482157,-0.211031,-0.554134,-0.021609,-0.595992,1.753215,-1.186766,0.659865,0.183849,0
0.039045,-1.27421,-0.639675,0.718779,1.306519,-0.557978,-0.326042,0.008474,-0.610593,-1.033286,-0.147327,-0.310773,-1.465698,-0.328861,-1.296586,0.156833,1.795501,1.124861,2
-0.568159,-1.436288,-0.893296,-0.595745,-0.214731,-0.12331,-1.078035,1.160612,-0.996375,-0.964395,-1.13475,-0.989919,-1.7115,-1.397384,-0.076666,0.604699,1.957734,1.797013,3
-1.053921,0.022415,-0.766486,-1.163381,-0.468273,-0.12331,-0.5366,0.520535,-0.610593,-0.137701,-0.561407,-0.59941,0.377819,0.873227,-0.889946,-0.850866,-1.286939,-1.294885,2
-0.932481,0.022415,-0.576269,-0.506119,0.165581,-0.557978,-0.596759,0.39252,-0.610593,-0.206592,-0.59326,-0.593751,0.039841,-0.195296,-0.076666,-1.298732,0.010931,0.049418,2
1.496333,0.508649,1.579513,0.987659,-0.08796,0.311358,1.147865,-1.143665,1.318316,0.344537,1.222325,1.104113,0.777248,-0.328861,-0.279986,1.724364,0.173164,0.990431,1
1.617773,1.156962,1.325892,0.50965,-0.595044,0.528691,1.358423,-1.27168,1.318316,0.964558,0.903802,1.336155,0.43927,-0.863122,-0.076666,-0.850866,0.010931,0.318279,0
1.860655,0.994884,1.135676,0.838281,-0.341502,0.311358,0.696669,-0.887634,0.546752,0.895666,0.680835,0.64003,0.623621,-1.130253,1.549895,-1.074799,1.146566,0.856,0
1.860655,0.508649,1.579513,1.376041,0.03881,0.311358,1.087706,-1.143665,0.932534,0.688993,1.063063,1.041858,-0.205961,-0.996688,0.533295,2.17223,0.984333,1.393722,0
-0.446718,0.832805,0.501622,0.569401,-0.08796,0.311358,0.365792,-0.631603,0.16097,0.688993,0.712687,0.294798,1.391753,-0.462426,-0.076666,0.716665,0.335398,0.452709,1
-0.082396,0.022415,0.057784,-0.804874,-0.721814,0.311358,-0.356121,0.264505,-0.224811,0.48232,-0.274736,-0.429624,0.408545,0.338965,-1.093266,0.940598,-0.800238,0.183849,3
-1.418243,-0.625897,-0.766486,-0.416492,0.292352,-0.340644,-0.626839,0.520535,-0.610593,-0.68883,-0.529555,-0.633367,-0.697566,-0.061731,-0.279986,0.492732,-0.313537,-0.085012,2
0.281926,1.156962,1.389297,1.58517,0.672665,0.094024,0.877148,-1.015649,0.932534,1.033449,0.903802,0.843774,1.576105,-0.729557,1.143255,0.828632,0.497632,0.72157,0
-0.446718,-0.463819,-1.210323,-1.282883,-0.848585,-0.340644,-0.50652,0.520535,-0.610593,-0.413265,-0.497703,-0.588091,-0.052335,1.140357,-1.296586,0.268799,-1.449172,-1.563746,2
-0.082396,-0.787975,-1.273729,-1.551763,-1.60921,-0.340644,-1.138194,1.416643,-0.996375,-0.206592,-0.911784,-1.080472,-0.574664,0.739661,0.329975,-0.7389,-0.800238,-1.563746,3
-0.325277,-0.625897,-1.020107,-1.133505,-0.721814,0.094024,-1.288593,1.544659,-0.996375,-0.275483,-0.943636,-1.148386,-0.60539,-0.061731,-0.686626,-0.291034,0.335398,-0.219442,3
0.160485,0.022415,1.452703,1.166912,0.292352,0.311358,0.546271,-0.631603,0.546752,0.137864,0.426016,0.453265,-0.513214,-1.130253,0.126654,2.17223,1.471033,2.065873,1
-0.568159,-1.27421,-1.971188,-1.731016,-0.975356,-0.775311,-1.469071,1.928705,-1.382157,-1.446633,-1.612536,-1.284215,-0.851192,1.273923,0.126654,-0.962833,-1.286939,-1.698176,3
1.01057,0.994884,0.628433,0.748655,-0.214731,-0.557978,1.538902,-1.399696,1.704098,0.964558,1.859373,1.64743,1.053775,1.006792,0.126654,-0.626933,-0.151303,-1.294885,2
1.374892,1.481118,1.135676,1.525419,0.926206,0.311358,1.568982,-1.399696,1.704098,1.515687,1.381587,1.573856,0.838698,0.071835,-1.296586,0.044866,-0.313537,0.452709,1
2.346417,1.967352,1.706324,0.748655,-0.721814,-0.557978,2.742091,-1.911757,2.861444,1.860143,3.16532,3.067976,2.65149,1.674618,0.939935,0.940598,-1.124705,-1.698176,2
-0.81104,-0.301741,-1.083512,-1.253008,-0.721814,-0.12331,-0.596759,0.648551,-0.610593,-0.344374,-0.625112,-0.667325,-0.113785,1.674618,-0.076666,-1.074799,-1.449172,-1.832606,2
0.524807,0.994884,0.882054,1.017535,0.545894,0.311358,0.57635,-0.759619,0.546752,0.620102,0.585278,0.52684,1.729732,-0.595992,0.736615,-1.298732,0.335398,0.452709,1
0.039045,-1.112132,0.374811,0.300521,-0.214731,-0.340644,0.034915,-0.247557,0.16097,-1.171068,-0.019917,-0.027796,-0.943368,-0.863122,-0.889946,1.724364,0.984333,1.124861,1
-1.418243,-0.139663,-1.210323,-1.37251,-0.975356,-0.340644,-0.5366,0.520535,-0.610593,-0.06881,-0.720669,-0.627708,0.316369,1.140357,-0.686626,-0.962833,-1.611406,-1.832606,2
1.496333,0.670727,0.882054,0.957783,-0.08796,0.311358,0.365792,-0.631603,0.16097,0.688993,0.266754,0.306117,0.162742,-1.397384,2.566496,0.268799,2.119968,1.797013,0
-0.568159,-0.139663,-0.005621,-0.984128,-0.975356,-0.557978,-0.596759,0.520535,-0.610593,-0.275483,-0.59326,-0.610729,-0.205961,-0.595992,0.736615,0.156833,-0.151303,-0.353873,0
-0.082396,-0.301741,0.374811,0.031641,0.545894,0.094024,-0.566679,0.520535,-0.610593,-0.06881,-0.784374,-0.59941,-0.974093,-0.996688,-0.889946,0.492732,1.146566,1.393722,3
-0.568159,-1.112132,-0.132432,0.001766,-0.341502,-0.340644,-0.235802,0.008474,-0.224811,-1.171068,-0.083622,-0.288135,-1.158445,-0.595992,-0.279986,0.268799,0.497632,0.183849,1
0.524807,-0.139663,-0.259243,-0.267114,0.165581,-0.12331,-0.807317,0.776566,-0.996375,0.000081,-0.911784,-0.791835,-0.113785,-1.263818,2.566496,-1.186766,1.957734,1.528152,3
1.253451,1.156962,0.882054,0.569401,-0.341502,0.094024,0.57635,-0.759619,0.546752,0.895666,0.553426,0.509861,0.930874,-0.729557,0.939935,-0.514967,0.659865,0.58714,0
0.646248,1.967352,1.706324,1.525419,0.545894,0.528691,1.568982,-1.399696,1.704098,1.929034,1.445292,1.613472,1.883358,-0.328861,0.736615,1.388464,-0.151303,0.58714,0
-0.932481,-0.463819,-1.083512,-1.312759,-0.975356,-0.340644,-0.566679,0.520535,-0.610593,-0.551048,-0.561407,-0.639027,-0.08306,1.674618,-0.889946,-0.514967,-1.449172,-1.832606,2
1.617773,1.967352,1.262487,0.449899,-0.848585,-0.340644,1.960018,-1.655726,2.08988,1.584578,1.731963,2.162448,1.668281,0.606096,0.126654,-0.179067,-0.313537,-1.160455,2
1.860655,1.481118,1.325892,1.077286,0.165581,0.528691,1.599061,-1.399696,1.704098,1.860143,1.28603,1.585175,1.176677,-0.195296,-0.076666,0.156833,-0.313537,0.58714,1
-0.568159,-0.139663,-0.386053,-1.312759,-0.975356,0.311358,-0.386201,0.39252,-0.224811,0.206755,-0.816226,-0.497538,0.039841,0.472531,1.143255,-0.067101,-0.800238,-0.353873,3
0.646248,0.994884,0.374811,0.569401,0.03881,-0.775311,1.027546,-1.143665,0.932534,0.688993,1.063063,1.047518,1.361028,0.606096,0.329975,1.500431,0.335398,-0.757164,2
0.403367,0.022415,0.565027,-0.237239,0.165581,0.311358,-0.5366,0.520535,-0.610593,0.000081,-0.720669,-0.59941,-0.113785,-0.996688,2.363176,0.828632,1.3088,1.259291,3
-0.81104,-0.625897,-0.576269,-0.326865,0.292352,-0.340644,-0.5366,0.39252,-0.610593,-0.68883,-0.433998,-0.559793,-0.697566,0.071835,-0.686626,-0.514967,0.173164,-0.219442,2
-0.568159,-0.787975,-0.639675,-0.416492,0.165581,-0.340644,-0.686998,0.520535,-0.610593,-0.895504,-0.433998,-0.672984,-0.912642,-0.061731,-0.483306,-0.291034,0.497632,0.049418,2
-0.932481,-0.787975,-0.449459,-0.685372,0.03881,-0.557978,-0.867477,0.904582,-0.996375,-0.895504,-0.975488,-0.84843,-0.390313,-0.061731,-0.686626,0.940598,-0.962471,-0.757164,0
-1.296803,-1.27421,-1.780972,-1.133505,-0.08796,-0.992645,-1.017875,1.160612,-0.996375,-1.446633,-1.166603,-0.955962,-1.035544,1.674618,-0.686626,-0.7389,-1.449172,-1.698176,1
1.01057,1.481118,1.199081,0.629152,-0.468273,0.311358,1.599061,-1.399696,1.704098,1.584578,1.126768,1.630451,0.869424,-0.195296,1.346575,-0.7389,0.010931,0.318279,0
0.646248,1.643196,1.199081,1.495543,0.799435,0.311358,1.659221,-1.399696,1.704098,2.066816,1.254178,1.681387,1.176677,0.2054,0.939935,0.828632,-0.313537,0.049418,0
0.889129,1.481118,1.516108,0.569401,-0.595044,-0.340644,2.020177,-1.655726,2.08988,1.10234,2.146044,2.224703,2.405688,1.140357,-0.076666,0.156833,-0.638004,-1.429315,2
2.83218,1.156962,1.76973,1.764423,0.419123,0.746025,1.298264,-1.27168,1.318316,1.033449,1.254178,1.290878,1.391753,-0.863122,2.973136,1.388464,0.822099,1.259291,1
-0.689599,-0.139663,-0.322648,-0.057985,-0.341502,-0.557978,-0.5366,0.39252,-0.610593,-0.206592,-0.433998,-0.548474,0.070566,-1.130253,0.533295,-0.067101,2.119968,1.662582,0
0.160485,-0.139663,0.12119,-0.326865,0.03881,0.311358,-0.717078,0.648551,-0.610593,0.000081,-0.816226,-0.72392,-0.267412,-1.130253,0.736615,-0.7389,1.633267,1.393722,3
-0.568159,-0.787975,-0.829891,-0.655496,-0.468273,-0.557978,-1.108115,1.160612,-0.996375,-0.757721,-1.071045,-1.018217,-0.728291,-1.530949,1.956535,-0.7389,2.282202,1.797013,0
0.403367,0.184493,1.199081,1.226663,0.545894,-0.12331,0.696669,-0.759619,0.546752,0.206755,0.61713,0.600414,-0.175236,-0.863122,-1.093266,2.17223,0.335398,0.58714,0
-0.689599,-1.112132,-1.52735,-0.954252,-0.214731,-0.775311,-0.626839,0.648551,-0.610593,-1.171068,-0.816226,-0.684303,-0.543939,1.808184,1.143255,-1.410699,-1.449172,-1.698176,1
-0.325277,0.184493,-0.259243,-0.625621,-0.08796,0.094024,-0.656919,0.520535,-0.610593,0.275646,-0.656965,-0.661665,0.746523,-0.328861,1.346575,-0.179067,0.010931,0.58714,3
-1.539684,0.346571,-0.829891,-0.685372,0.292352,-0.557978,-0.5366,0.39252,-0.610593,-0.06881,-0.561407,-0.565453,0.623621,0.338965,-0.279986,-1.410699,-0.962471,-1.026024,2
0.524807,0.832805,0.501622,0.688903,0.165581,0.094024,0.245473,-0.503588,0.16097,0.48232,0.203049,0.181607,0.685072,-0.996688,0.736615,-1.298732,0.659865,0.72157,1
-0.082396,-0.463819,0.374811,0.569401,0.03881,0.311358,0.425952,-0.631603,0.16097,-0.482157,0.61713,0.362713,-0.205961,-0.328861,-0.686626,-0.067101,0.010931,0.183849,0
-0.325277,0.022415,-0.386053,0.061517,0.926206,-0.340644,-0.566679,0.39252,-0.610593,-0.275483,-0.59326,-0.565453,0.132017,-0.462426,1.143255,-1.298732,0.984333,0.72157,2
1.860655,0.670727,1.706324,0.718779,-0.341502,0.311358,1.147865,-1.143665,1.318316,0.551211,1.158621,1.104113,1.176677,-0.328861,1.346575,2.060264,0.335398,0.856,1
-0.81104,0.022415,-0.005621,-0.147612,-0.214731,-0.12331,-0.386201,0.136489,-0.610593,-0.275483,-0.242884,-0.418305,-0.021609,-0.328861,-0.889946,-1.186766,0.173164,0.049418,0
0.767689,0.670727,0.882054,1.107161,0.165581,0.094024,0.516191,-0.759619,0.546752,0.551211,0.426016,0.447606,0.039841,-1.397384,-0.686626,-0.850866,1.3088,1.259291,0
1.739214,1.156962,1.706324,0.390148,-0.848585,0.746025,1.418583,-1.27168,1.318316,1.584578,1.28603,1.39841,1.207402,-0.061731,0.736615,1.724364,0.010931,0.72157,1
0.889129,0.184493,1.452703,0.77853,-0.08796,0.311358,0.877148,-0.887634,0.932534,0.137864,0.776392,0.781519,0.623621,-0.863122,0.126654,2.844029,0.497632,1.259291,1
0.160485,0.346571,-0.069026,0.210895,-0.341502,-0.340644,-0.025244,-0.247557,-0.224811,0.275646,0.234902,-0.084391,0.316369,-0.729557,-0.483306,-0.962833,0.335398,0.318279,1
-0.568159,0.346571,0.184595,-0.655496,-0.468273,0.311358,-0.47644,0.39252,-0.610593,0.206755,-0.433998,-0.514517,0.347094,0.2054,1.346575,-0.626933,-0.47577,0.183849,3
-0.81104,0.022415,-0.322648,-0.476243,-0.341502,-0.340644,-0.44636,0.39252,-0.610593,-0.206592,-0.242884,-0.508857,-0.08306,0.338965,1.753215,0.156833,-0.800238,-0.891594,0
1.739214,1.481118,1.452703,1.017535,0.03881,0.528691,0.997467,-1.015649,0.932534,1.10234,0.871949,0.951305,1.852633,-0.595992,1.143255,-1.074799,0.173164,0.58714,1
-0.446718,0.346571,0.184595,-0.595745,-0.214731,0.311358,-0.416281,0.264505,-0.610593,0.48232,-0.306588,-0.48056,0.347094,0.338965,-1.093266,-0.850866,-0.638004,0.049418,3
-1.418243,-1.27421,-1.463945,-1.043879,0.165581,-0.340644,-1.017875,1.288628,-0.996375,-1.377742,-1.198455,-0.995578,-0.974093,1.273923,0.939935,1.276498,-1.611406,-1.429315,1
-1.175362,0.022415,-0.893296,-0.625621,0.292352,-0.557978,-0.686998,0.648551,-0.610593,-0.413265,-0.656965,-0.695622,0.162742,0.338965,-0.279986,-1.298732,-0.962471,-1.160455,2
-0.568159,0.346571,-0.069026,-0.386617,-0.595044,-0.12331,-0.235802,0.008474,-0.224811,0.068973,-0.05177,-0.293795,0.685072,-0.061731,0.533295,0.268799,-0.313537,-0.353873,0
0.281926,-0.625897,-0.322648,0.24077,0.292352,-0.775311,0.245473,-0.631603,0.16097,-0.964395,0.521573,0.255181,-0.820467,0.2054,-1.296586,-0.962833,1.146566,0.318279,2
0.403367,0.022415,-0.639675,0.539526,1.179748,-0.775311,-0.235802,-0.119542,-0.224811,-0.275483,-0.338441,-0.23154,0.347094,-0.328861,0.126654,-0.626933,1.146566,0.990431,2
0.403367,0.346571,0.311406,-0.147612,0.292352,0.094024,-0.386201,0.264505,-0.224811,0.068973,-0.497703,-0.457922,0.224193,-0.595992,-1.093266,0.044866,0.497632,0.856,3
0.281926,0.346571,-0.322648,1.04741,1.306519,-0.557978,-0.055324,-0.375572,-0.224811,0.137864,-0.019917,-0.061753,0.224193,-0.462426,-0.076666,0.380766,1.633267,0.990431,2
-0.81104,-1.436288,-1.844377,-1.551763,-0.468273,-0.992645,-1.529231,2.05672,-1.382157,-1.584415,-1.612536,-1.329492,-1.127719,1.674618,0.533295,0.268799,-1.449172,-1.698176,3
1.860655,1.156962,0.818649,0.599277,-0.468273,-0.992645,1.74946,-1.527711,1.704098,0.688993,2.337158,1.902109,1.299578,1.273923,-1.296586,0.716665,-0.313537,-1.294885,2
1.253451,0.994884,1.642919,0.718779,-0.341502,0.528691,1.448663,-1.27168,1.318316,1.033449,1.381587,1.438026,0.869424,-0.061731,1.753215,1.052565,0.173164,0.72157,1
-0.81104,-1.27421,-1.400539,-1.10363,-0.595044,-0.557978,-1.228433,1.416643,-0.996375,-1.308851,-1.102898,-1.114429,-1.312071,-0.195296,-1.093266,0.156833,-0.47577,-0.488303,1
-1.418243,-1.436288,-1.780972,-1.551763,-1.102127,-0.340644,-1.318673,1.672674,-0.996375,-1.515524,-1.357717,-1.193663,-1.434972,0.739661,-1.093266,-0.850866,-1.449172,-1.563746,1
1.374892,1.805274,1.008865,1.196788,0.292352,0.528691,1.448663,-1.27168,1.318316,1.72236,1.158621,1.449346,1.268852,-0.061731,-0.889946,0.716665,-0.151303,0.452709,0
-1.661125,-0.950053,-1.400539,-1.402385,-0.721814,-0.557978,-0.897556,1.032597,-0.996375,-1.171068,-1.198455,-0.899366,-1.004818,1.006792,-1.296586,-0.850866,-1.611406,-1.294885,0
1.496333,1.481118,1.135676,1.734548,0.672665,-0.992645,2.441294,-1.783742,2.475662,0.964558,2.910501,2.734063,2.682215,2.075314,-0.279986,-0.179067,-1.124705,-1.832606,2
-1.539684,0.184493,-0.70308,-0.83475,-0.08796,-0.340644,-0.47644,0.39252,-0.610593,0.000081,-0.370293,-0.525836,0.469995,1.006792,-1.093266,0.156833,-1.124705,-1.160455,2
0.767689,0.994884,1.706324,1.644921,0.672665,0.094024,1.448663,-1.399696,1.318316,0.964558,1.572701,1.494622,0.9616,-0.061731,-0.076666,0.604699,0.010931,0.452709,0
-0.689599,-0.139663,-0.70308,-0.715248,-0.721814,-0.12331,-0.807317,0.904582,-0.610593,-0.344374,-0.943636,-0.814473,-0.021609,-0.595992,0.126654,0.604699,-0.151303,0.183849,0
0.039045,0.670727,0.311406,-0.29699,0.292352,0.311358,-0.356121,0.264505,-0.224811,0.688993,-0.306588,-0.435283,0.869424,0.338965,-0.483306,-1.410699,-0.962471,-0.219442,3
0.646248,-0.301741,0.438217,0.77853,0.165581,-0.12331,0.516191,-0.759619,0.546752,-0.275483,0.680835,0.458925,-0.267412,-0.595992,-0.076666,0.044866,0.335398,0.452709,1
-0.446718,0.346571,0.184595,-0.715248,-0.468273,0.094024,-0.50652,0.39252,-0.610593,0.48232,-0.433998,-0.537155,0.285643,0.071835,-0.483306,-1.186766,-0.47577,0.183849,3
0.039045,0.346571,0.184595,4.901356,9.673392,8.787377,-0.416281,0.264505,-0.610593,0.48232,4.184596,-0.486219,0.377819,8.352884,1.143255,-0.403,-0.151303,0.049418,3
0.767689,1.967352,1.579513,1.137037,0.165581,0.528691,1.74946,-1.399696,1.704098,2.204598,1.445292,1.788918,0.930874,-0.061731,-0.076666,0.716665,-0.47577,0.318279,0
-0.932481,-0.463819,-1.083512,-1.671265,-1.482439,-0.12331,-0.50652,0.520535,-0.610593,-0.482157,-0.625112,-0.610729,-0.113785,1.674618,-0.483306,0.380766,-1.611406,-1.698176,2
-0.325277,-1.112132,-0.766486,-0.267114,0.545894,3.571365,-0.867477,0.776566,-0.996375,-0.619939,-0.848079,-0.814473,-1.373522,-0.729557,-0.483306,-0.179067,0.497632,0.856,3
